id,date,table_id,duration,red_goal,blue_goal,winner
6093,2024-02-20,24,467,9,0,RED
20041,2025-07-15,23,780,0,5,BLUE
17087,2025-12-16,23,660,7,3,RED
8583,2025-04-10,7,300,10,8,RED
20729,2023-10-22,25,1054,0,5,BLUE
7358,2023-09-23,30,901,4,7,BLUE
19516,2023-01-30,9,477,0,5,BLUE
5233,2025-11-05,16,442,0,5,BLUE
14793,2023-06-11,27,660,5,10,BLUE
13493,2025-02-27,2,585,3,0,RED
15495,2024-05-18,15,1020,6,1,RED
6352,2025-10-17,12,989,1,4,BLUE
17453,2025-08-19,8,587,4,0,RED
381,2023-07-31,10,720,10,1,RED
21746,2025-06-12,28,816,7,5,RED
19424,2025-07-03,18,960,7,6,RED
12147,2024-10-28,29,906,1,1,TIE
13154,2024-01-11,25,534,3,9,BLUE
14900,2023-02-02,28,796,3,10,BLUE
12255,2024-04-17,14,660,9,4,RED
24351,2023-05-09,23,781,5,7,BLUE
6538,2023-05-31,27,600,8,4,RED
12941,2024-02-08,18,1140,5,2,RED
24356,,23,483,4,7,BLUE
16941,2024-05-20,26,362,4,4,TIE
8339,2023-06-11,15,1151,8,10,BLUE
9367,2023-08-18,25,900,5,8,BLUE
1050,2024-12-17,20,1200,9,0,RED
4234,2023-03-22,9,567,7,8,BLUE
15368,2023-03-04,22,809,5,5,TIE
13305,2025-09-01,19,359,3,7,BLUE
14847,2023-01-16,6,726,2,8,BLUE
13521,2024-02-25,30,703,0,6,BLUE
7646,2024-09-18,10,337,4,5,BLUE
18833,2025-02-09,3,863,3,2,RED
731,2023-03-07,29,528,9,7,RED
13800,2025-05-14,20,1200,1,0,RED
14958,2023-10-10,4,780,4,7,BLUE
16845,2024-02-01,21,900,7,0,RED
9959,2025-06-01,23,491,10,3,RED
296,2023-10-18,12,352,7,2,RED
946,2023-05-06,13,314,10,9,RED
9957,2024-03-10,26,644,2,4,BLUE
9945,2025-09-23,29,534,6,10,BLUE
17176,2025-04-13,25,996,5,0,RED
10049,2025-05-18,8,1152,8,1,RED
23937,2025-06-13,28,848,5,6,BLUE
12854,2025-01-13,24,373,5,7,BLUE
5330,2024-12-30,18,497,4,6,BLUE
1159,2023-06-27,19,913,9,9,TIE
1198,2025-01-09,16,840,9,0,RED
5571,2025-08-25,8,659,1,5,BLUE
20596,2023-02-11,24,1049,2,4,BLUE
24851,2024-10-12,9,420,4,6,BLUE
16420,2024-09-14,23,1182,2,0,RED
18218,2025-11-24,17,662,9,4,RED
22709,2024-08-22,9,397,4,1,RED
15308,2024-10-20,15,840,8,8,TIE
14972,2024-08-10,4,1166,3,1,RED
17323,2023-03-04,30,1036,3,10,BLUE
16978,2023-10-09,24,331,8,7,RED
9567,2024-10-25,13,720,1,6,BLUE
2612,2025-02-12,13,420,3,6,BLUE
7536,2024-12-15,22,577,1,3,BLUE
16114,2025-03-30,15,515,5,4,RED
17162,2025-03-19,24,1103,3,9,BLUE
8398,2025-09-22,5,900,5,0,RED
23396,2023-12-04,20,700,7,0,RED
4267,2024-12-25,11,715,7,0,RED
9657,2024-06-28,23,640,1,3,BLUE
20987,2025-07-26,8,600,0,10,BLUE
24492,2025-11-30,21,480,7,10,BLUE
22395,2024-12-18,2,360,0,1,BLUE
2932,2023-03-30,2,300,1,10,BLUE
355,2025-03-10,10,687,4,5,BLUE
19356,2025-05-30,14,551,4,3,RED
2881,2024-06-30,26,804,9,9,TIE
4711,2023-10-01,19,738,5,3,RED
5897,2025-02-10,20,529,6,8,BLUE
12737,2024-01-01,17,651,8,3,RED
2815,2024-08-28,29,1086,8,8,TIE
992,2024-06-25,6,401,4,4,TIE
9245,2025-04-08,27,1200,3,5,BLUE
17928,2023-10-06,16,480,5,5,TIE
1878,2023-07-17,8,899,10,1,RED
1549,2024-02-18,12,919,10,4,RED
18782,2025-02-26,6,1135,5,8,BLUE
772,2023-04-29,24,960,5,4,RED
5226,2024-12-05,3,550,0,9,BLUE
6839,2024-03-08,10,1170,10,4,RED
21835,2025-01-03,2,875,10,2,RED
14971,2023-11-21,18,1140,8,5,RED
24563,2025-11-11,20,387,3,6,BLUE
1255,2023-03-10,9,608,7,3,RED
21176,2024-11-09,9,1140,2,8,BLUE
12209,2024-11-03,20,321,10,2,RED
8862,2023-02-27,14,358,8,10,BLUE
4107,2025-08-23,16,1014,9,9,TIE
16467,2025-03-01,17,960,7,0,RED
17094,2025-03-19,10,1176,8,1,RED
15137,2025-01-09,25,342,7,6,RED
9007,2024-08-01,14,600,4,10,BLUE
18060,2024-03-01,30,840,5,4,RED
21998,2025-01-13,6,1020,7,6,RED
1056,2025-02-13,2,720,7,8,BLUE
21827,2024-07-23,10,568,0,7,BLUE
24235,2025-12-21,4,825,5,10,BLUE
21707,2025-02-28,10,960,5,6,BLUE
12207,2024-07-08,15,360,0,7,BLUE
5558,2024-08-16,19,738,6,9,BLUE
17615,2025-12-16,3,877,5,3,RED
11876,2023-01-04,27,919,5,2,RED
13901,2025-06-27,27,802,4,8,BLUE
24619,2025-06-11,24,401,9,4,RED
11420,2025-09-12,27,540,6,9,BLUE
2165,2024-11-22,5,579,1,1,TIE
6491,2023-12-21,5,641,10,9,RED
8379,2023-09-01,16,619,9,6,RED
13083,2023-06-05,10,1196,5,2,RED
7276,2023-11-26,16,1098,4,6,BLUE
1871,2024-07-01,17,816,7,4,RED
14301,2024-01-23,2,1048,7,8,BLUE
5404,2024-02-21,17,960,5,5,TIE
16854,2025-04-03,29,834,7,1,RED
4105,2025-02-13,25,705,2,0,RED
15657,2024-07-14,30,305,0,2,BLUE
11610,2023-03-28,23,411,4,2,RED
20985,2025-10-28,6,305,7,2,RED
3369,2024-03-25,8,720,3,3,TIE
258,2025-05-11,26,660,9,7,RED
23396,2023-12-04,20,700,7,0,RED
21963,2023-01-04,8,720,2,0,RED
24502,2025-09-23,30,543,7,5,RED
1969,2025-03-30,14,761,9,0,RED
8000,2023-12-15,28,392,3,4,BLUE
21969,2025-05-30,24,1120,9,7,RED
18552,2024-11-17,9,300,0,4,BLUE
22187,2025-01-08,15,814,7,5,RED
18762,2025-05-20,17,353,2,1,RED
10154,2023-04-27,5,1179,6,8,BLUE
23066,2025-12-27,17,493,5,9,BLUE
8762,2025-12-27,12,837,2,0,RED
24998,2025-02-01,5,908,1,5,BLUE
20636,2023-12-30,20,1200,0,10,BLUE
6382,2023-07-24,21,780,9,5,RED
19742,2024-12-02,21,601,10,9,RED
9752,2024-08-16,9,1141,3,6,BLUE
3173,2025-07-19,20,628,9,2,RED
17109,2025-10-16,28,537,10,0,RED
13244,2025-01-11,22,990,0,10,BLUE
7496,2023-11-23,9,660,8,3,RED
11734,2024-02-16,14,540,6,3,RED
2422,2024-01-23,19,900,8,2,RED
1820,2023-07-14,15,906,7,6,RED
23538,2023-07-05,19,900,9,4,RED
5821,2025-03-29,30,330,8,1,RED
22808,2023-07-22,2,369,5,7,BLUE
7472,2023-08-28,21,458,2,1,RED
6908,2023-07-23,9,300,1,4,BLUE
23666,2024-02-29,8,1046,6,7,BLUE
12333,2024-11-30,23,1135,4,9,BLUE
11971,2023-07-21,15,450,2,8,BLUE
15124,2023-11-15,24,459,2,0,RED
9676,2024-05-06,24,533,4,2,RED
24523,2023-10-12,24,1139,8,7,RED
14285,2024-11-26,1,1080,8,4,RED
22921,2024-04-14,17,1080,10,0,RED
24467,2024-06-13,5,951,7,0,RED
10438,2024-11-30,17,1146,4,3,RED
22841,2024-09-19,16,1020,1,8,BLUE
20104,2023-05-24,4,1020,8,4,RED
6574,2024-12-08,23,845,10,0,RED
653,2024-03-03,22,900,8,3,RED
23308,2025-01-07,26,806,5,9,BLUE
10837,2023-01-08,20,311,4,3,RED
19297,2023-02-13,18,300,6,6,TIE
7683,2025-02-23,28,1140,8,10,BLUE
3914,2024-07-26,2,590,8,10,BLUE
23161,2023-04-16,12,370,6,2,RED
18971,2023-11-25,2,525,1,9,BLUE
15726,,29,975,6,8,BLUE
11042,2024-10-12,21,383,0,8,BLUE
3064,2025-05-16,16,478,7,2,RED
15627,2024-07-03,4,550,6,2,RED
15812,2024-08-16,4,1200,7,7,TIE
15415,2024-10-11,25,720,5,0,RED
23853,2025-10-06,23,1140,8,7,RED
12871,2025-05-06,5,300,7,1,RED
3320,2023-12-26,19,480,0,9,BLUE
9221,2025-01-25,24,801,2,4,BLUE
24714,2024-07-29,13,717,9,1,RED
5555,2023-12-05,15,1018,2,8,BLUE
22002,2025-02-13,14,960,10,4,RED
6538,2023-05-31,27,600,8,4,RED
12675,2023-09-07,13,363,2,2,TIE
14365,2025-04-29,26,505,5,6,BLUE
2483,2023-02-26,28,446,6,10,BLUE
7634,2025-02-06,27,384,2,9,BLUE
13261,2024-06-11,12,1031,8,8,TIE
24958,2025-07-19,26,771,0,2,BLUE
14802,2024-03-29,9,1080,3,4,BLUE
23419,2023-09-25,29,677,7,4,RED
15259,2025-07-29,1,361,5,0,RED
24273,2023-01-29,14,660,6,3,RED
10808,2024-03-03,3,1105,7,4,RED
18386,2024-03-14,25,588,5,2,RED
22944,2025-01-21,11,1080,4,0,RED
6459,2023-06-10,29,722,9,3,RED
15279,2024-11-10,1,667,1,7,BLUE
8263,2023-07-10,17,772,1,9,BLUE
16179,2025-02-17,14,519,4,10,BLUE
6178,2024-07-29,15,840,2,1,RED
24701,2023-11-17,17,329,5,3,RED
14711,2025-02-12,10,1149,8,0,RED
13355,2025-05-16,25,1163,0,4,BLUE
9407,2024-04-22,16,900,8,5,RED
8798,2024-09-19,24,579,4,5,BLUE
16448,2025-04-18,9,879,5,6,BLUE
9369,2025-12-15,25,1110,0,10,BLUE
2311,2024-03-13,22,840,0,0,TIE
13983,2024-08-22,5,840,4,5,BLUE
6202,2024-12-15,10,720,5,8,BLUE
24041,2025-12-24,30,480,7,10,BLUE
15949,2025-11-09,30,984,8,5,RED
568,2023-07-11,6,1170,10,3,RED
1372,2023-08-16,24,842,7,8,BLUE
908,2024-10-30,17,463,5,1,RED
18537,2025-06-04,19,420,3,0,RED
14825,2025-08-21,16,385,3,0,RED
20812,2024-06-19,18,780,2,1,RED
16994,2024-03-18,6,656,6,9,BLUE
24012,2024-09-02,4,963,1,8,BLUE
2534,2023-01-01,5,986,8,6,RED
7853,2024-11-29,16,300,1,5,BLUE
15738,2023-06-01,26,977,6,9,BLUE
4346,2024-04-19,12,715,2,5,BLUE
20212,2024-05-30,21,758,3,2,RED
18330,2025-01-06,4,300,3,0,RED
11094,2023-06-23,8,733,1,2,BLUE
6084,2023-11-08,2,746,3,5,BLUE
20445,2025-03-06,14,609,8,5,RED
6052,2023-10-23,4,631,6,4,RED
7912,2023-08-05,26,935,3,5,BLUE
15849,2025-12-31,26,1200,2,10,BLUE
15195,2024-09-05,15,800,5,8,BLUE
21241,2025-12-02,27,1080,4,9,BLUE
22706,2024-01-26,10,1162,4,5,BLUE
17347,2025-08-16,12,1174,3,7,BLUE
888,2024-08-19,26,600,5,10,BLUE
5312,2025-03-27,15,1067,10,3,RED
20327,2025-06-29,30,1161,3,6,BLUE
22342,2025-05-14,30,1140,10,6,RED
2803,2023-12-22,5,540,8,7,RED
805,2023-04-13,9,1084,6,8,BLUE
23374,2023-06-01,14,303,3,9,BLUE
11220,2025-09-09,5,1031,9,6,RED
8568,2024-08-28,5,660,2,2,TIE
1046,2023-06-15,14,621,2,0,RED
899,2023-12-20,25,660,9,6,RED
6112,2024-11-04,12,765,0,2,BLUE
13297,2024-02-11,12,507,2,4,BLUE
19885,2025-10-29,18,305,1,5,BLUE
11257,2025-11-14,9,755,3,1,RED
8747,2023-06-02,17,821,10,4,RED
10984,2023-04-01,23,1187,2,3,BLUE
9516,2024-05-03,11,807,3,8,BLUE
3553,2024-06-02,10,1166,10,3,RED
5607,2025-03-20,28,457,7,2,RED
19370,2023-06-08,16,327,4,10,BLUE
10040,2025-03-12,19,840,10,1,RED
17126,2025-01-27,6,660,0,7,BLUE
8898,2024-10-26,21,300,3,8,BLUE
18825,2023-04-09,30,625,4,5,BLUE
20379,2023-05-26,29,519,0,4,BLUE
23721,2025-03-09,11,635,7,6,RED
13683,2023-03-06,9,608,1,1,TIE
1800,2024-06-23,8,329,3,1,RED
11398,2025-08-02,28,829,1,4,BLUE
20354,2024-05-15,20,1053,1,9,BLUE
13520,2024-11-10,9,517,9,6,RED
15674,2025-04-12,12,1200,0,0,TIE
8467,2025-02-08,29,600,9,5,RED
22761,2024-01-10,19,1006,3,1,RED
19014,2025-08-04,8,973,5,2,RED
3232,2024-01-28,23,448,0,8,BLUE
16370,2024-10-21,29,420,7,1,RED
4505,2024-12-25,15,540,2,6,BLUE
8220,2025-01-12,3,1080,4,7,BLUE
13457,2023-05-28,14,810,1,1,TIE
16515,2024-12-07,10,570,4,6,BLUE
5437,2023-09-23,3,600,8,9,BLUE
21587,2025-03-15,29,611,1,0,RED
19481,2023-10-08,2,1120,6,7,BLUE
17968,2024-12-31,7,540,3,7,BLUE
17223,2025-05-23,26,667,6,9,BLUE
24851,2024-10-12,9,420,4,6,BLUE
3422,2025-01-23,20,780,9,10,BLUE
17864,2023-11-13,9,780,0,5,BLUE
9097,2023-11-24,26,600,1,8,BLUE
1463,2024-08-30,18,720,10,5,RED
18479,2023-11-24,3,802,1,9,BLUE
11737,2023-03-22,19,711,9,4,RED
15527,2025-06-10,16,668,1,10,BLUE
12821,2025-08-07,11,1134,4,3,RED
10354,2025-07-13,24,480,5,8,BLUE
12566,2024-09-02,2,360,0,0,TIE
22538,2024-08-18,3,1169,0,7,BLUE
23316,2023-09-11,13,958,10,9,RED
16973,2025-03-28,15,780,8,10,BLUE
22132,2025-06-12,11,660,0,6,BLUE
23629,2023-08-01,12,473,5,0,RED
14704,2024-01-05,10,676,8,8,TIE
8952,2025-05-25,20,1140,8,8,TIE
18793,2023-05-11,27,1080,0,8,BLUE
3915,2023-03-06,28,1077,7,10,BLUE
3883,2023-01-23,2,386,6,5,RED
2027,2024-12-24,15,1200,10,3,RED
3180,2024-04-16,16,1037,4,8,BLUE
12121,2025-07-31,23,719,9,7,RED
12753,2023-11-04,20,1200,0,0,TIE
13653,2025-11-15,13,1155,3,1,RED
22539,2024-09-29,14,552,10,6,RED
11785,2023-08-20,2,1200,4,4,TIE
7472,2023-08-28,21,458,2,1,RED
1545,2024-07-11,16,971,1,3,BLUE
213,2023-06-15,12,421,3,3,TIE
22018,2025-01-05,2,516,0,0,TIE
21051,2024-07-21,1,930,10,5,RED
15012,2023-05-04,2,553,9,0,RED
24437,2025-11-09,21,1080,2,1,RED
3092,2025-03-20,10,896,3,0,RED
21837,2025-07-28,21,1037,2,8,BLUE
10308,2024-10-21,10,1049,8,9,BLUE
12483,2024-07-31,22,600,5,1,RED
6366,2023-04-04,4,480,10,4,RED
22987,2025-09-04,16,1157,2,0,RED
22537,2024-12-17,3,963,7,6,RED
15621,2024-09-11,28,407,10,3,RED
11630,2024-03-03,25,680,7,7,TIE
24840,2023-12-24,14,1015,6,0,RED
14471,2024-05-19,19,604,6,7,BLUE
23841,2023-06-11,29,360,6,0,RED
5088,2025-11-09,28,971,8,0,RED
10903,2025-04-14,1,348,4,6,BLUE
23163,2023-06-01,29,974,3,2,RED
9744,2025-12-09,11,624,1,7,BLUE
23085,2024-05-16,14,1121,2,6,BLUE
16443,2023-05-10,18,819,1,4,BLUE
17728,2023-09-13,17,1140,7,1,RED
22524,2025-10-11,11,540,8,3,RED
22323,2025-04-18,4,780,10,8,RED
11162,2025-07-18,20,793,8,10,BLUE
24125,2025-09-23,12,960,7,6,RED
22336,2024-02-09,28,408,0,1,BLUE
2487,2023-09-16,23,1020,0,5,BLUE
14274,2024-07-27,23,840,2,6,BLUE
18675,2024-10-27,28,647,3,2,RED
12032,2023-02-18,3,487,3,8,BLUE
15725,2024-10-31,18,360,10,10,TIE
11516,2025-06-11,10,1065,2,7,BLUE
12894,2024-06-30,15,1115,8,2,RED
5988,2023-07-29,13,966,3,3,TIE
15831,2024-12-10,26,1200,1,1,TIE
22605,2024-08-01,21,702,10,10,TIE
24726,2024-06-18,25,988,4,10,BLUE
9227,2024-10-17,11,395,6,5,RED
8621,2023-06-18,6,1140,1,1,TIE
16258,2024-03-07,11,471,5,3,RED
902,2023-03-16,26,898,5,1,RED
8482,2023-09-16,26,1117,6,5,RED
23324,2025-05-02,9,454,2,0,RED
20932,2023-03-24,30,760,4,2,RED
1031,2024-05-12,13,780,4,8,BLUE
12666,2023-03-07,9,408,7,0,RED
5311,2025-12-17,7,484,8,8,TIE
11022,2024-03-27,7,626,4,5,BLUE
10434,2025-05-22,3,448,2,5,BLUE
7073,2024-02-13,2,1054,10,6,RED
4787,2023-08-27,12,900,7,1,RED
17552,2025-10-20,5,372,7,2,RED
10861,2024-01-31,27,300,2,6,BLUE
19380,2025-02-09,8,639,1,1,TIE
19782,2024-12-28,19,1082,2,0,RED
13749,2024-02-26,3,1173,9,4,RED
2387,2025-02-28,14,842,7,1,RED
13426,2024-05-06,11,751,9,6,RED
9655,2024-02-02,12,563,10,8,RED
15885,2025-04-27,27,900,3,1,RED
6282,2023-05-01,26,966,7,2,RED
16142,2023-04-22,3,1098,6,6,TIE
24961,2023-10-17,1,840,5,0,RED
13910,2025-01-04,25,782,5,6,BLUE
19735,2025-09-17,2,1155,3,5,BLUE
20097,2024-08-10,15,914,2,8,BLUE
11216,2023-10-04,19,960,5,7,BLUE
14078,2025-03-29,22,1182,1,2,BLUE
5816,2023-05-03,1,1185,1,2,BLUE
14323,2023-07-09,2,1085,3,7,BLUE
19195,2024-08-09,23,488,6,5,RED
24967,2025-03-04,8,1120,6,4,RED
14525,2025-12-23,11,600,9,10,BLUE
4099,2023-11-11,21,300,9,6,RED
9940,2023-06-15,9,1080,5,5,TIE
16110,2023-12-08,13,508,2,2,TIE
8069,2025-12-12,12,348,1,2,BLUE
8384,2025-08-28,9,914,6,5,RED
6168,2024-09-06,19,783,9,9,TIE
13796,2025-06-02,1,529,4,1,RED
17169,2025-03-28,9,352,9,0,RED
19114,2025-04-01,29,360,2,6,BLUE
20961,2024-12-31,1,855,8,0,RED
7749,2025-09-02,7,685,3,1,RED
14187,2024-01-18,6,594,1,4,BLUE
8324,2023-04-01,1,1180,4,0,RED
10621,2025-02-24,19,836,1,5,BLUE
8493,2025-12-08,20,746,1,9,BLUE
7098,2023-01-12,27,1059,6,2,RED
13105,2024-08-17,27,716,6,10,BLUE
7024,2023-08-15,18,1140,0,2,BLUE
8019,2024-09-20,5,366,10,8,RED
18643,2025-01-08,21,375,3,2,RED
18555,2023-04-09,24,740,7,8,BLUE
14516,2023-12-22,20,306,8,4,RED
13093,2023-08-09,19,1161,10,3,RED
17635,2025-02-02,18,660,10,5,RED
13556,2023-06-11,6,602,3,8,BLUE
5352,2025-05-06,19,743,9,4,RED
12519,2023-10-21,11,1111,8,8,TIE
7269,2024-03-10,22,1127,10,3,RED
19829,2025-01-12,17,420,9,7,RED
5040,2024-08-03,4,393,0,4,BLUE
1501,2023-02-23,22,906,0,6,BLUE
11920,2025-06-14,9,1161,10,3,RED
1601,2024-08-06,13,1140,3,0,RED
21305,2025-09-09,4,360,2,1,RED
14920,2023-09-09,7,540,9,0,RED
9336,2023-11-09,3,388,2,2,TIE
512,2025-06-06,24,527,5,3,RED
8882,2025-07-20,11,450,10,5,RED
12998,2024-02-20,11,386,7,5,RED
20567,2025-02-27,27,897,1,7,BLUE
4223,2025-04-04,9,475,2,3,BLUE
6685,2023-03-30,20,1026,6,4,RED
24158,2024-10-22,15,1038,7,8,BLUE
15651,2023-03-20,6,360,1,4,BLUE
335,2025-04-08,25,510,4,0,RED
12543,2024-08-10,23,900,4,10,BLUE
8722,2023-06-11,8,951,2,2,TIE
6613,2024-11-22,3,646,8,5,RED
13214,2023-01-11,4,1020,0,8,BLUE
21437,2024-08-21,16,1086,2,8,BLUE
6743,2024-05-28,10,671,9,2,RED
21257,2024-12-11,20,507,6,1,RED
21713,2023-11-23,22,333,4,5,BLUE
6055,2024-04-23,18,1080,9,7,RED
23566,2025-09-09,22,480,6,0,RED
23606,2023-08-25,21,763,5,3,RED
8792,2024-06-04,18,1123,3,3,TIE
8135,2023-07-29,29,1200,0,3,BLUE
295,2025-02-20,28,900,8,2,RED
6193,2024-04-15,29,1141,10,2,RED
7934,2024-02-09,27,1055,0,1,BLUE
22401,2023-08-10,17,900,2,0,RED
10326,2024-09-07,13,582,10,1,RED
11749,2025-11-20,30,420,10,2,RED
7039,2023-10-06,15,1021,4,5,BLUE
5445,2024-12-15,22,660,6,10,BLUE
7889,2024-10-25,20,1083,4,7,BLUE
16997,2025-02-03,29,1154,5,2,RED
15096,2024-04-16,2,1140,7,5,RED
7806,2025-04-11,26,385,4,0,RED
9016,2024-06-11,14,879,10,10,TIE
19947,2025-02-11,21,420,10,5,RED
19150,2024-06-28,20,398,4,6,BLUE
22470,2025-09-21,2,427,8,2,RED
15237,2024-06-22,28,712,5,7,BLUE
8125,2025-10-05,18,1020,3,10,BLUE
7038,2025-07-09,15,967,10,9,RED
23927,2024-11-11,13,472,4,9,BLUE
21180,2024-04-11,21,360,6,1,RED
4241,2023-02-03,11,625,0,3,BLUE
8047,2024-09-02,9,904,7,10,BLUE
1283,2025-08-12,2,521,3,4,BLUE
9155,2023-06-12,7,347,6,10,BLUE
16618,2024-08-25,8,360,1,0,RED
2685,2024-05-17,19,1059,2,2,TIE
6621,2023-05-09,25,564,4,3,RED
6477,2023-06-22,4,1200,1,7,BLUE
5403,2023-11-26,20,540,7,1,RED
91,2023-08-01,23,906,10,9,RED
16950,2025-12-06,19,879,3,8,BLUE
4930,2025-03-01,5,580,0,9,BLUE
466,2025-08-08,4,480,2,7,BLUE
15866,2025-08-03,5,582,9,2,RED
1005,2023-12-10,14,540,9,10,BLUE
19949,2023-08-30,28,1140,9,1,RED
5560,2024-10-13,4,569,8,0,RED
13745,2025-06-15,8,992,8,4,RED
17333,2024-04-30,8,550,0,0,TIE
18680,2024-06-16,8,460,9,2,RED
24460,2024-08-17,22,840,3,5,BLUE
3755,2025-09-01,29,615,6,4,RED
8504,2023-03-30,26,1140,0,1,BLUE
12898,2023-08-30,18,1129,6,4,RED
9223,2023-05-15,4,984,7,8,BLUE
23153,2025-12-03,22,595,5,10,BLUE
111,2025-06-08,21,571,1,8,BLUE
22659,2023-05-29,23,665,4,7,BLUE
17291,2024-03-09,25,644,7,6,RED
15744,2025-10-30,22,995,8,3,RED
13375,2024-01-18,1,675,3,10,BLUE
5337,2025-07-24,6,428,1,3,BLUE
5727,2024-07-19,26,459,2,9,BLUE
2304,2024-06-01,4,524,2,6,BLUE
4341,2023-01-05,19,600,9,2,RED
8042,2024-03-20,3,540,7,4,RED
19790,2025-01-14,12,426,7,1,RED
15833,2023-05-28,2,1079,1,5,BLUE
4985,2023-08-03,15,879,2,6,BLUE
4398,2023-06-17,21,654,4,3,RED
16136,2023-04-04,28,1200,9,7,RED
635,2025-06-12,19,642,9,4,RED
9293,2024-03-05,16,1194,0,9,BLUE
1061,2025-05-09,20,1136,1,1,TIE
23523,2025-05-26,21,513,2,1,RED
22415,2024-01-29,7,961,0,10,BLUE
2524,2025-12-17,26,600,3,10,BLUE
18447,2025-04-06,22,1180,1,8,BLUE
14649,2024-09-19,20,733,1,10,BLUE
12718,2025-10-11,7,1080,8,7,RED
14533,2025-10-10,22,960,10,4,RED
11267,2025-06-18,18,1145,9,10,BLUE
15350,2025-08-27,17,780,4,1,RED
9552,2024-08-02,22,802,10,3,RED
15823,2025-01-13,15,1133,3,4,BLUE
18776,2025-11-18,28,759,0,5,BLUE
9580,2025-07-31,10,802,1,8,BLUE
7515,2025-10-22,26,821,9,10,BLUE
5460,2024-09-02,15,400,1,8,BLUE
10793,2025-04-28,20,1140,10,2,RED
17891,2024-05-28,13,949,10,5,RED
9431,2024-11-09,30,990,0,0,TIE
21634,2025-12-21,16,809,4,10,BLUE
6841,2023-09-09,2,1093,10,5,RED
2556,2023-06-14,28,420,5,4,RED
5333,2025-09-11,13,900,2,10,BLUE
19767,2024-05-13,3,900,8,1,RED
13002,2024-10-17,8,1168,9,8,RED
20667,2025-06-03,22,1134,8,5,RED
20027,2025-10-09,26,900,7,3,RED
12502,2023-12-13,11,1110,9,8,RED
11249,2024-03-28,16,618,2,7,BLUE
15524,2025-01-04,2,1026,7,3,RED
11790,2025-05-14,12,540,1,1,TIE
16674,2025-09-08,12,818,8,1,RED
20596,2023-02-11,24,1049,2,4,BLUE
1045,2023-10-18,10,1200,9,3,RED
14448,2024-02-22,28,464,5,10,BLUE
2023,2023-04-11,8,1020,8,6,RED
3420,2025-06-13,19,300,10,9,RED
10138,2023-01-08,1,720,8,0,RED
20050,2023-09-03,14,960,8,9,BLUE
5285,2025-02-08,9,402,0,1,BLUE
11758,2025-07-08,26,840,7,2,RED
13226,2025-02-18,21,1180,7,6,RED
13187,2023-12-10,21,870,3,8,BLUE
11774,2025-04-20,29,1135,3,10,BLUE
6600,2024-06-18,18,600,10,5,RED
6515,2024-02-27,22,567,6,3,RED
16480,2024-03-17,4,1092,6,4,RED
1119,2025-09-01,13,840,6,4,RED
11857,2023-12-20,27,745,2,4,BLUE
6974,2025-07-02,8,391,4,8,BLUE
18902,2023-01-28,11,591,10,4,RED
10139,2023-09-10,1,1140,0,7,BLUE
22503,2024-03-17,14,855,7,8,BLUE
17065,2023-02-26,7,1160,3,9,BLUE
270,2025-12-11,16,908,6,2,RED
6851,2023-10-03,6,360,5,7,BLUE
3391,2023-11-03,30,840,9,6,RED
11983,2025-06-17,5,1080,3,9,BLUE
24007,2024-11-17,17,896,9,9,TIE
17955,2024-08-10,2,782,3,2,RED
9045,2025-07-28,20,1175,7,10,BLUE
16606,2024-07-27,26,1140,10,5,RED
2295,2025-05-29,19,307,8,8,TIE
941,2024-11-19,5,909,9,8,RED
4306,2025-12-15,11,332,2,2,TIE
10303,2023-11-13,8,427,10,1,RED
14653,2024-03-02,21,841,0,10,BLUE
18511,2024-06-18,30,909,9,10,BLUE
8879,2024-12-01,20,1020,7,5,RED
15450,2025-08-18,25,450,6,0,RED
18736,2025-11-13,13,891,4,2,RED
10771,2023-10-17,2,569,4,5,BLUE
18835,2024-03-05,26,544,0,10,BLUE
3234,2025-01-14,14,636,5,7,BLUE
19280,2024-03-25,11,600,0,8,BLUE
6214,2025-05-12,27,300,9,7,RED
2127,2025-05-11,6,420,8,1,RED
10240,2025-11-25,8,809,8,6,RED
5335,2025-07-29,23,1080,1,4,BLUE
13322,2023-05-30,8,300,10,6,RED
12518,2025-01-30,28,1104,4,10,BLUE
20503,2024-11-05,11,454,1,7,BLUE
23458,2025-09-19,22,911,2,9,BLUE
22952,2024-11-30,2,1051,5,0,RED
12255,2024-04-17,14,660,9,4,RED
1186,2025-10-27,10,707,10,7,RED
5976,2023-06-29,17,440,1,1,TIE
5199,2025-08-13,17,948,8,3,RED
149,2025-07-23,15,625,6,10,BLUE
10459,2023-08-18,11,739,4,1,RED
23863,2023-09-25,10,1007,2,4,BLUE
17314,2025-04-18,30,324,1,7,BLUE
10819,2024-12-07,9,823,5,8,BLUE
4998,2024-10-09,8,1143,8,7,RED
7427,2023-09-11,24,1084,8,2,RED
14981,2023-03-08,23,692,1,1,TIE
5668,2023-03-27,6,1020,4,4,TIE
17061,2023-12-28,30,394,4,1,RED
19321,2025-01-03,15,627,3,9,BLUE
8746,2023-03-06,29,428,2,3,BLUE
17943,2025-06-06,5,660,9,3,RED
11700,2023-09-30,21,757,5,7,BLUE
15701,2024-08-26,23,919,2,0,RED
19363,2025-03-28,3,960,10,4,RED
11223,2024-04-22,2,896,0,9,BLUE
3127,2023-06-04,24,301,1,8,BLUE
21322,2024-07-20,30,840,0,9,BLUE
13077,2024-08-25,23,300,8,1,RED
