user_id,game_id,role,team
589,18687,ATK,RED
237,20349,ATK,RED
241,16414,ATK,BLUE
661,12487,DEF,BLUE
749,2483,ATK,BLUE
728,17305,DEF,BLUE
534,24186,DEF,RED
517,23805,DEF,RED
309,13311,DEF,BLUE
149,408,DEF,RED
467,23752,DEF,RED
70,6727,DEF,RED
248,6723,ATK,RED
368,22795,DEF,RED
531,15703,DEF,RED
313,7172,DEF,BLUE
269,20194,ATK,BLUE
101,9163,DEF,RED
619,8855,ATK,RED
463,10448,ATK,BLUE
668,24147,DEF,RED
269,6065,DEF,RED
124,7391,ATK,BLUE
391,19896,ATK,RED
702,19217,DEF,RED
50,997,DEF,BLUE
758,3514,DEF,RED
367,8537,ATK,RED
670,12937,ATK,BLUE
455,5119,ATK,BLUE
621,417,DEF,RED
108,1860,DEF,BLUE
225,11011,DEF,BLUE
75,5199,ATK,BLUE
466,19652,DEF,BLUE
2,20320,DEF,RED
307,20899,ATK,BLUE
416,19478,DEF,BLUE
285,1082,DEF,BLUE
269,13452,DEF,RED
245,16980,DEF,BLUE
39,18811,DEF,RED
787,4775,ATK,RED
687,10019,ATK,BLUE
371,15278,DEF,RED
526,5541,ATK,RED
434,15345,DEF,BLUE
115,24458,DEF,RED
195,10048,DEF,RED
131,20843,DEF,BLUE
610,19257,ATK,RED
331,1725,DEF,BLUE
740,17753,DEF,RED
294,17371,ATK,BLUE
721,8397,DEF,BLUE
207,22235,DEF,BLUE
488,3283,DEF,BLUE
478,9116,ATK,BLUE
551,7541,ATK,BLUE
757,19243,DEF,BLUE
743,6037,ATK,RED
463,7906,ATK,BLUE
520,1496,DEF,BLUE
242,16272,DEF,RED
81,22718,ATK,BLUE
14,10003,ATK,BLUE
172,18153,DEF,RED
666,21937,ATK,RED
430,6554,DEF,RED
415,5468,DEF,RED
351,24636,ATK,RED
36,15128,DEF,RED
495,7760,ATK,BLUE
46,72,ATK,BLUE
417,16051,ATK,RED
131,13625,ATK,BLUE
192,15348,DEF,BLUE
595,11815,ATK,BLUE
210,16133,DEF,BLUE
82,15643,DEF,BLUE
504,12834,DEF,BLUE
477,22991,DEF,RED
152,2598,DEF,BLUE
92,20133,ATK,RED
406,113,DEF,BLUE
328,2577,DEF,RED
474,16420,ATK,RED
431,7798,DEF,RED
382,202,DEF,BLUE
44,2564,DEF,RED
234,23001,DEF,RED
376,14026,ATK,RED
405,11969,DEF,BLUE
49,1833,DEF,RED
755,22281,DEF,RED
211,14812,DEF,BLUE
85,9753,DEF,RED
590,14180,ATK,RED
223,8205,DEF,BLUE
107,2541,DEF,BLUE
11,22103,DEF,BLUE
175,20962,ATK,BLUE
262,3413,DEF,RED
141,4490,DEF,RED
443,15614,ATK,BLUE
355,11161,ATK,RED
284,19274,DEF,RED
624,14841,ATK,BLUE
430,14873,DEF,BLUE
121,23178,ATK,RED
533,23415,ATK,RED
639,14081,ATK,RED
384,9584,ATK,RED
417,21820,DEF,RED
210,4917,ATK,RED
212,19567,DEF,RED
585,2533,DEF,RED
67,15210,ATK,BLUE
238,1817,DEF,BLUE
463,11014,DEF,BLUE
455,12169,DEF,RED
350,377,ATK,RED
789,19084,ATK,BLUE
376,2038,DEF,RED
549,11127,ATK,RED
181,6539,ATK,RED
498,18866,DEF,BLUE
768,10955,DEF,BLUE
263,13902,DEF,BLUE
672,6396,DEF,BLUE
202,13471,ATK,RED
237,23358,DEF,BLUE
133,3904,DEF,RED
546,13346,DEF,BLUE
311,8869,ATK,RED
117,12620,ATK,RED
196,2121,DEF,RED
560,6816,DEF,RED
320,21490,ATK,RED
621,22632,DEF,BLUE
457,5301,ATK,BLUE
562,11727,DEF,RED
63,7209,DEF,BLUE
442,13735,DEF,RED
127,2227,ATK,RED
131,454,ATK,BLUE
484,3228,DEF,RED
61,5357,DEF,BLUE
552,4034,ATK,RED
129,23259,ATK,RED
312,2756,ATK,RED
470,17852,DEF,BLUE
743,23844,DEF,BLUE
543,15384,ATK,RED
363,21320,DEF,RED
265,23726,DEF,BLUE
498,22354,DEF,BLUE
273,3303,DEF,BLUE
757,15567,DEF,BLUE
88,15165,DEF,BLUE
431,17587,DEF,RED
224,5484,ATK,RED
48,21299,ATK,BLUE
622,23991,DEF,RED
88,1909,ATK,RED
507,18099,DEF,RED
530,21243,DEF,RED
645,5950,DEF,BLUE
745,18841,DEF,BLUE
350,19435,DEF,BLUE
353,16755,ATK,BLUE
467,8457,ATK,BLUE
619,20693,DEF,RED
471,1288,DEF,BLUE
137,7550,ATK,BLUE
549,20269,ATK,BLUE
282,16078,DEF,RED
51,24528,ATK,RED
180,18489,ATK,BLUE
95,16853,ATK,RED
445,13449,DEF,RED
337,15070,DEF,RED
226,12597,ATK,RED
451,7570,DEF,BLUE
740,9587,DEF,RED
107,2147,ATK,BLUE
551,4729,DEF,RED
582,6799,DEF,BLUE
436,22909,DEF,BLUE
643,12954,ATK,BLUE
553,2160,ATK,RED
473,14163,DEF,RED
544,11332,DEF,RED
54,3047,ATK,RED
366,23053,DEF,BLUE
35,23444,DEF,BLUE
630,15965,DEF,RED
50,21068,DEF,RED
393,17250,ATK,BLUE
400,23261,DEF,BLUE
309,15100,ATK,BLUE
448,3288,DEF,BLUE
473,11412,DEF,BLUE
133,20845,ATK,BLUE
629,801,DEF,BLUE
447,12823,ATK,RED
789,3576,DEF,BLUE
76,15911,ATK,BLUE
394,15031,DEF,RED
179,6553,DEF,RED
799,22137,DEF,RED
642,17492,DEF,RED
310,15423,DEF,RED
141,7325,DEF,RED
767,15167,ATK,BLUE
664,4422,ATK,BLUE
457,5100,DEF,RED
170,23166,ATK,RED
145,15255,DEF,RED
298,20458,DEF,RED
737,20630,ATK,BLUE
620,20637,DEF,RED
348,1252,ATK,BLUE
583,15194,DEF,BLUE
592,6119,ATK,RED
380,5486,DEF,BLUE
87,16789,DEF,BLUE
543,24014,ATK,RED
550,22843,DEF,BLUE
640,10915,DEF,RED
261,24599,DEF,BLUE
649,8399,DEF,RED
259,19441,DEF,BLUE
692,19676,ATK,BLUE
545,2402,DEF,RED
453,14442,DEF,BLUE
84,3630,ATK,BLUE
290,3234,DEF,RED
473,3632,DEF,BLUE
608,13893,DEF,RED
421,3260,DEF,RED
460,14911,DEF,RED
773,21353,ATK,BLUE
82,9596,DEF,RED
771,17424,ATK,BLUE
117,13,DEF,BLUE
220,14524,DEF,RED
204,3475,DEF,BLUE
581,23031,ATK,RED
108,4328,DEF,BLUE
615,11100,DEF,RED
48,14385,ATK,BLUE
109,21500,DEF,RED
154,16226,ATK,RED
301,20764,ATK,BLUE
251,20721,DEF,RED
280,6047,DEF,RED
45,5435,ATK,RED
617,17992,DEF,BLUE
600,22787,DEF,RED
167,2942,DEF,BLUE
479,20276,DEF,RED
778,10479,DEF,RED
774,7531,ATK,BLUE
671,13536,ATK,BLUE
495,14606,DEF,BLUE
798,9097,DEF,BLUE
183,1245,ATK,BLUE
440,21576,DEF,BLUE
17,21449,DEF,BLUE
684,9250,DEF,BLUE
244,16751,ATK,RED
555,22559,DEF,RED
583,21804,ATK,RED
792,23801,ATK,BLUE
111,8438,ATK,RED
760,1798,DEF,BLUE
224,13839,DEF,BLUE
437,11650,ATK,BLUE
553,20530,ATK,BLUE
577,24672,DEF,BLUE
66,10489,DEF,RED
94,3459,DEF,BLUE
738,20579,DEF,BLUE
486,3111,DEF,BLUE
764,562,ATK,RED
165,10660,DEF,RED
27,11221,ATK,RED
785,10248,DEF,RED
780,18851,ATK,RED
438,23446,ATK,BLUE
723,14371,ATK,BLUE
336,9207,DEF,RED
602,17306,DEF,BLUE
571,23562,ATK,RED
700,20091,ATK,BLUE
117,22682,ATK,BLUE
60,14301,DEF,RED
48,21965,ATK,RED
196,3428,DEF,BLUE
203,125,ATK,BLUE
373,20042,DEF,BLUE
787,22264,DEF,BLUE
398,12739,DEF,BLUE
525,6383,DEF,BLUE
365,8928,DEF,BLUE
60,17401,DEF,BLUE
530,3009,ATK,RED
751,109,ATK,BLUE
618,14867,DEF,RED
502,18815,DEF,RED
470,21926,ATK,BLUE
463,21113,ATK,RED
383,9737,DEF,RED
240,16107,ATK,RED
312,9968,DEF,BLUE
493,19082,DEF,BLUE
108,13537,ATK,RED
769,19364,DEF,BLUE
4,3144,ATK,RED
702,9702,DEF,RED
319,23448,ATK,BLUE
750,6541,DEF,RED
470,7880,DEF,BLUE
304,902,DEF,RED
352,2382,DEF,BLUE
650,12083,ATK,BLUE
230,12382,ATK,BLUE
608,3703,ATK,RED
580,8550,ATK,RED
572,13475,ATK,BLUE
284,7267,DEF,BLUE
439,17526,DEF,BLUE
642,7840,ATK,RED
785,1141,DEF,RED
769,4832,ATK,BLUE
578,18487,ATK,BLUE
488,8307,DEF,RED
425,4330,DEF,BLUE
783,21499,ATK,BLUE
606,23046,DEF,RED
780,12927,ATK,BLUE
471,7070,ATK,RED
22,4287,ATK,BLUE
11,20187,ATK,RED
23,11414,ATK,BLUE
439,10444,DEF,RED
28,11408,ATK,BLUE
733,19668,DEF,RED
389,21335,DEF,RED
550,8184,DEF,RED
439,13086,DEF,BLUE
788,6925,ATK,BLUE
421,24179,DEF,BLUE
321,22498,DEF,RED
701,7662,DEF,RED
182,24729,DEF,BLUE
199,8894,ATK,BLUE
766,22872,ATK,BLUE
444,24892,ATK,RED
709,7613,DEF,RED
765,13623,DEF,RED
237,20252,ATK,BLUE
161,8222,DEF,RED
88,16402,DEF,RED
470,20366,ATK,BLUE
604,19253,ATK,RED
88,3413,ATK,RED
306,9365,DEF,RED
82,1802,ATK,RED
78,8939,DEF,BLUE
489,7642,DEF,BLUE
585,11517,ATK,RED
42,13379,ATK,RED
429,7843,DEF,RED
403,678,ATK,BLUE
722,18034,DEF,RED
494,16563,ATK,RED
205,16308,ATK,RED
384,9928,DEF,BLUE
86,4578,ATK,RED
57,2346,DEF,BLUE
641,2364,ATK,RED
469,20238,DEF,RED
490,24771,ATK,BLUE
634,5982,ATK,BLUE
359,22075,ATK,BLUE
289,22177,ATK,RED
129,22113,ATK,BLUE
266,22494,ATK,BLUE
309,15932,DEF,RED
311,10361,ATK,RED
179,13799,ATK,RED
199,9405,DEF,RED
275,2377,DEF,RED
123,2678,DEF,BLUE
562,10792,DEF,RED
771,15205,ATK,BLUE
605,9426,ATK,BLUE
499,4060,DEF,BLUE
29,21057,DEF,RED
317,11023,ATK,RED
796,22194,DEF,BLUE
139,1911,DEF,RED
164,3601,ATK,BLUE
457,9863,DEF,BLUE
553,22207,ATK,RED
240,17970,ATK,BLUE
538,6444,DEF,BLUE
716,20264,ATK,BLUE
519,5945,ATK,BLUE
636,8708,ATK,BLUE
52,23250,ATK,RED
279,15701,ATK,RED
427,7073,DEF,BLUE
352,9188,ATK,RED
192,2136,DEF,BLUE
27,11916,DEF,RED
376,24102,ATK,BLUE
294,19132,ATK,BLUE
753,23674,DEF,BLUE
615,12388,DEF,BLUE
612,7082,DEF,BLUE
542,19143,ATK,BLUE
460,6140,DEF,RED
786,8696,DEF,RED
745,5665,ATK,BLUE
619,10960,DEF,RED
444,8411,DEF,BLUE
26,3131,DEF,RED
626,6629,DEF,RED
430,21583,ATK,BLUE
14,2918,ATK,RED
479,3845,ATK,RED
298,5337,ATK,BLUE
219,20121,DEF,RED
647,19961,DEF,BLUE
796,11540,ATK,BLUE
434,14539,DEF,BLUE
687,23889,DEF,RED
724,4071,DEF,BLUE
513,64,ATK,BLUE
508,1445,DEF,BLUE
772,17136,DEF,RED
66,18924,ATK,RED
360,583,ATK,RED
293,12949,ATK,BLUE
700,5538,DEF,BLUE
131,13688,DEF,BLUE
240,5089,DEF,BLUE
441,12872,DEF,BLUE
364,6561,DEF,RED
575,6189,DEF,RED
565,5861,ATK,BLUE
554,24076,ATK,BLUE
372,21241,ATK,BLUE
516,6926,DEF,RED
517,20226,DEF,BLUE
659,12883,DEF,RED
237,18939,DEF,BLUE
34,16693,ATK,BLUE
547,14271,ATK,RED
715,9847,DEF,RED
435,73,ATK,BLUE
419,5713,DEF,BLUE
15,19257,DEF,RED
455,19765,DEF,BLUE
321,552,DEF,RED
486,8361,DEF,RED
354,13751,ATK,RED
132,9466,ATK,BLUE
117,7532,DEF,RED
537,128,DEF,RED
205,8966,DEF,BLUE
358,18669,DEF,RED
185,3167,ATK,RED
629,16134,DEF,BLUE
362,21316,DEF,BLUE
93,18046,ATK,BLUE
268,9025,DEF,RED
261,9628,DEF,RED
684,11850,ATK,BLUE
314,14230,ATK,BLUE
283,5093,DEF,BLUE
197,8945,DEF,RED
395,15261,ATK,RED
455,3801,DEF,BLUE
223,14891,DEF,BLUE
466,2491,DEF,RED
355,13235,DEF,BLUE
291,14165,DEF,BLUE
220,9845,ATK,BLUE
290,588,DEF,RED
200,2018,ATK,BLUE
777,5628,DEF,BLUE
617,3802,ATK,RED
648,22071,ATK,RED
98,24304,DEF,BLUE
512,978,ATK,BLUE
787,24541,DEF,RED
581,7859,ATK,BLUE
514,17476,ATK,RED
74,14564,DEF,BLUE
643,20508,ATK,RED
717,16427,DEF,RED
379,20048,DEF,RED
678,9133,DEF,BLUE
31,23243,DEF,RED
352,13832,DEF,RED
415,3262,DEF,RED
186,2240,DEF,BLUE
242,8087,ATK,BLUE
398,23656,DEF,BLUE
558,22178,ATK,RED
233,23711,DEF,RED
746,1020,ATK,BLUE
553,12879,DEF,BLUE
194,6058,DEF,RED
597,24830,DEF,BLUE
626,13006,ATK,RED
721,899,DEF,RED
484,14426,DEF,BLUE
722,1032,ATK,RED
230,24190,DEF,BLUE
32,14444,ATK,BLUE
638,6714,DEF,RED
760,19121,ATK,BLUE
498,15976,DEF,RED
180,21225,DEF,RED
652,8710,DEF,BLUE
81,19407,ATK,RED
96,5021,DEF,BLUE
304,14676,DEF,RED
136,13249,DEF,BLUE
503,10353,DEF,RED
102,23463,DEF,BLUE
677,6094,ATK,BLUE
100,3265,DEF,BLUE
749,3529,ATK,BLUE
365,3171,DEF,RED
714,18547,DEF,BLUE
362,22907,DEF,BLUE
612,31,DEF,BLUE
646,8757,ATK,RED
267,2272,ATK,RED
189,5082,DEF,BLUE
605,5937,ATK,BLUE
564,5879,ATK,RED
417,10542,DEF,RED
245,15754,DEF,BLUE
558,20117,DEF,BLUE
79,10692,ATK,BLUE
760,17693,ATK,RED
716,3366,DEF,BLUE
335,23917,DEF,BLUE
303,5284,DEF,RED
755,2468,DEF,RED
568,21966,ATK,BLUE
46,7031,DEF,BLUE
177,21995,DEF,BLUE
503,20440,ATK,RED
638,11192,ATK,RED
712,6029,DEF,RED
406,7937,DEF,BLUE
50,22,DEF,RED
280,20207,ATK,BLUE
360,7185,ATK,RED
402,10592,ATK,RED
170,24159,DEF,BLUE
121,17324,DEF,BLUE
634,19986,DEF,BLUE
247,23693,DEF,BLUE
57,23301,DEF,BLUE
49,22413,DEF,RED
409,4371,DEF,BLUE
403,19848,ATK,RED
102,9790,ATK,RED
188,14036,DEF,RED
116,11098,ATK,BLUE
5,19636,ATK,BLUE
417,6552,DEF,RED
429,16836,ATK,RED
621,14698,ATK,BLUE
169,12022,ATK,RED
168,4121,DEF,BLUE
576,17080,DEF,BLUE
257,24386,DEF,RED
400,3481,DEF,RED
568,16662,DEF,RED
521,13795,DEF,BLUE
206,10343,DEF,BLUE
99,24413,DEF,RED
179,18854,ATK,BLUE
111,8448,DEF,RED
528,23704,DEF,BLUE
626,24069,ATK,BLUE
95,21990,DEF,BLUE
736,21088,DEF,RED
777,11575,ATK,BLUE
28,8694,DEF,BLUE
327,4146,ATK,RED
435,4985,DEF,BLUE
456,14377,DEF,RED
477,4006,DEF,RED
399,7605,DEF,BLUE
619,7603,DEF,RED
166,11057,DEF,BLUE
297,4511,DEF,BLUE
193,3486,DEF,RED
646,14039,DEF,BLUE
464,18867,DEF,BLUE
788,17992,DEF,RED
68,1868,DEF,BLUE
126,340,DEF,BLUE
382,14414,ATK,RED
200,24610,ATK,BLUE
704,22327,ATK,BLUE
726,16426,ATK,RED
774,4030,ATK,RED
31,7952,DEF,RED
470,17500,DEF,RED
154,13686,DEF,BLUE
493,9429,DEF,RED
421,16355,DEF,RED
236,1134,ATK,BLUE
340,21080,ATK,BLUE
70,157,DEF,BLUE
617,21884,DEF,RED
228,21784,ATK,BLUE
724,24602,ATK,BLUE
368,15876,ATK,RED
763,18469,ATK,BLUE
300,18355,DEF,BLUE
58,8556,ATK,BLUE
167,8885,ATK,BLUE
452,2636,ATK,BLUE
25,239,DEF,BLUE
433,20714,DEF,RED
709,23576,DEF,BLUE
558,21836,ATK,RED
70,7777,DEF,RED
710,3264,DEF,RED
763,10073,ATK,BLUE
663,16108,DEF,BLUE
288,8623,DEF,BLUE
534,11009,ATK,BLUE
787,20000,ATK,RED
588,18641,DEF,BLUE
530,21666,DEF,RED
341,2175,DEF,RED
498,15723,DEF,BLUE
515,9540,ATK,BLUE
170,21379,DEF,BLUE
777,17183,DEF,BLUE
170,20065,ATK,BLUE
577,8428,DEF,RED
484,13353,DEF,BLUE
686,2412,DEF,RED
533,7533,DEF,RED
316,18755,ATK,BLUE
140,6541,ATK,BLUE
67,7517,DEF,RED
419,19632,ATK,BLUE
246,2235,DEF,RED
620,7232,DEF,RED
450,22887,ATK,RED
472,17136,ATK,BLUE
500,1164,ATK,BLUE
486,11276,DEF,BLUE
727,6860,DEF,BLUE
787,16328,DEF,RED
702,13908,ATK,RED
109,7960,ATK,RED
649,19809,DEF,RED
84,21606,DEF,RED
772,7696,DEF,BLUE
409,12881,DEF,BLUE
77,3791,DEF,BLUE
35,13289,ATK,RED
153,10279,DEF,RED
39,13199,ATK,BLUE
505,6994,DEF,RED
301,4510,ATK,BLUE
612,24456,DEF,BLUE
432,18658,DEF,BLUE
608,20384,ATK,BLUE
452,14448,ATK,BLUE
93,16584,ATK,RED
653,19731,DEF,BLUE
310,20306,DEF,BLUE
449,12278,DEF,RED
768,18333,DEF,RED
268,16989,ATK,RED
67,16150,DEF,BLUE
527,23524,DEF,RED
249,127,ATK,BLUE
244,17731,DEF,RED
523,19108,DEF,BLUE
733,17244,DEF,RED
98,13775,DEF,RED
611,3577,ATK,RED
225,19196,DEF,BLUE
544,14984,ATK,BLUE
350,15451,DEF,RED
333,18112,ATK,BLUE
795,18662,DEF,BLUE
620,2349,DEF,BLUE
373,22836,DEF,RED
456,10363,DEF,BLUE
202,13906,DEF,BLUE
628,12987,ATK,BLUE
31,9213,DEF,RED
31,8710,DEF,BLUE
120,4255,ATK,RED
265,12867,DEF,RED
503,1660,ATK,BLUE
286,22388,ATK,RED
189,17167,ATK,RED
81,21842,ATK,BLUE
421,8991,ATK,BLUE
756,6661,ATK,BLUE
692,10068,ATK,BLUE
43,19532,DEF,BLUE
763,10740,ATK,RED
358,13208,DEF,RED
556,22976,ATK,BLUE
329,19428,ATK,BLUE
210,11425,ATK,RED
628,24336,DEF,RED
84,21321,DEF,BLUE
63,6427,DEF,BLUE
480,20255,ATK,RED
567,10128,ATK,RED
392,2759,DEF,BLUE
346,14271,DEF,BLUE
510,8627,DEF,BLUE
214,10203,DEF,BLUE
791,22321,DEF,BLUE
119,9749,ATK,BLUE
705,8013,DEF,BLUE
550,1467,ATK,RED
175,7,ATK,RED
458,9952,DEF,RED
277,13029,DEF,RED
203,8586,ATK,BLUE
59,14524,DEF,RED
535,8779,ATK,RED
537,4678,DEF,RED
140,2761,ATK,BLUE
280,14433,DEF,RED
319,23801,ATK,RED
652,3744,ATK,BLUE
714,11059,ATK,BLUE
74,1975,ATK,RED
145,14638,ATK,RED
538,10197,DEF,BLUE
688,6220,ATK,BLUE
540,3399,DEF,BLUE
423,19168,ATK,RED
14,16531,DEF,BLUE
27,4867,ATK,RED
639,22916,DEF,BLUE
468,22648,DEF,RED
87,3199,ATK,BLUE
121,4823,ATK,BLUE
262,14210,DEF,RED
366,13538,ATK,RED
723,15640,ATK,BLUE
61,9222,ATK,RED
301,10930,ATK,RED
566,17315,DEF,BLUE
519,9857,DEF,BLUE
713,19002,ATK,RED
181,18423,DEF,RED
112,23386,ATK,BLUE
4,4675,DEF,BLUE
766,18633,ATK,RED
359,8447,ATK,RED
662,1100,ATK,BLUE
413,3386,DEF,RED
641,23954,DEF,RED
395,7403,DEF,RED
654,17868,ATK,RED
414,24325,ATK,RED
760,19797,DEF,BLUE
701,7003,DEF,RED
433,7769,DEF,RED
488,20673,ATK,RED
372,8784,ATK,RED
208,11637,ATK,RED
747,19667,DEF,RED
598,7525,DEF,BLUE
553,18603,ATK,RED
205,4746,DEF,BLUE
94,17895,ATK,RED
15,16762,ATK,RED
60,5656,ATK,RED
450,23675,DEF,RED
72,7349,ATK,RED
198,12578,DEF,RED
461,13607,DEF,RED
286,22883,DEF,BLUE
214,8080,DEF,BLUE
786,5260,ATK,RED
628,7785,ATK,BLUE
381,619,ATK,RED
667,23548,ATK,BLUE
665,11674,DEF,RED
549,15419,ATK,BLUE
34,10810,ATK,BLUE
507,12549,ATK,RED
428,13875,DEF,RED
452,16301,DEF,RED
42,12920,DEF,RED
226,12228,ATK,RED
608,6472,ATK,RED
94,14229,DEF,RED
602,9474,DEF,RED
329,19423,DEF,BLUE
685,16356,ATK,RED
619,12065,ATK,RED
236,2709,ATK,RED
399,9306,DEF,BLUE
649,22940,ATK,RED
795,9151,ATK,RED
388,15633,ATK,BLUE
634,21402,DEF,BLUE
622,10052,ATK,RED
513,12080,ATK,BLUE
336,10938,ATK,RED
447,13711,DEF,RED
244,10511,ATK,RED
238,1577,DEF,BLUE
334,19004,DEF,RED
593,22477,ATK,RED
584,1060,DEF,BLUE
383,8140,DEF,RED
256,23030,DEF,BLUE
471,6417,DEF,RED
94,10687,ATK,RED
413,11975,DEF,RED
431,22537,DEF,BLUE
512,1309,ATK,RED
696,6161,ATK,BLUE
326,20498,DEF,BLUE
602,14212,ATK,BLUE
63,8940,ATK,BLUE
514,17361,DEF,RED
136,5343,DEF,BLUE
411,3090,DEF,BLUE
688,23456,DEF,RED
754,18765,DEF,BLUE
639,12728,ATK,RED
487,2511,ATK,RED
438,19453,ATK,BLUE
279,24081,DEF,BLUE
25,21117,DEF,RED
176,21620,DEF,BLUE
195,6224,ATK,BLUE
623,3062,ATK,BLUE
380,15100,ATK,BLUE
748,3759,ATK,RED
581,22538,DEF,RED
772,16081,DEF,BLUE
135,13672,ATK,BLUE
615,12415,ATK,RED
608,3317,DEF,RED
370,12579,DEF,RED
635,7679,ATK,RED
254,8544,ATK,RED
667,9972,DEF,BLUE
366,18557,ATK,RED
691,20347,ATK,BLUE
352,14835,DEF,BLUE
659,18403,ATK,BLUE
92,9727,ATK,BLUE
114,10318,ATK,RED
39,16006,ATK,RED
615,23960,DEF,RED
109,16009,DEF,RED
482,11552,DEF,RED
486,22464,DEF,BLUE
184,15449,DEF,BLUE
606,18769,DEF,BLUE
768,18104,DEF,RED
578,24943,ATK,BLUE
610,4356,DEF,BLUE
143,2155,ATK,BLUE
680,16050,DEF,BLUE
552,2733,DEF,BLUE
20,22415,DEF,BLUE
440,24908,DEF,BLUE
368,1748,ATK,BLUE
232,2287,ATK,BLUE
371,24537,ATK,BLUE
277,19941,DEF,BLUE
175,19359,ATK,RED
406,2052,ATK,BLUE
374,13066,DEF,RED
773,24799,ATK,BLUE
482,13223,ATK,BLUE
423,9902,DEF,BLUE
678,14898,DEF,BLUE
13,21185,DEF,RED
30,17979,DEF,RED
680,14477,DEF,RED
316,5203,ATK,BLUE
763,13035,DEF,BLUE
108,16287,ATK,BLUE
35,1462,DEF,BLUE
111,23630,DEF,BLUE
217,5724,ATK,BLUE
339,11582,DEF,RED
327,3219,ATK,BLUE
302,24400,ATK,RED
140,14385,ATK,BLUE
533,15309,DEF,BLUE
318,11096,ATK,BLUE
763,17756,ATK,RED
289,13881,DEF,RED
198,12082,DEF,BLUE
573,17010,ATK,BLUE
377,183,DEF,BLUE
567,9303,ATK,RED
189,14985,DEF,BLUE
506,8169,DEF,RED
384,18008,DEF,RED
132,5166,ATK,BLUE
25,8057,DEF,BLUE
499,21478,DEF,RED
303,23154,DEF,RED
398,9119,ATK,BLUE
785,2170,DEF,RED
318,10076,DEF,RED
610,19270,DEF,BLUE
495,5796,DEF,RED
657,11921,ATK,RED
516,6793,DEF,BLUE
507,5283,DEF,BLUE
191,11898,DEF,BLUE
238,18263,DEF,BLUE
538,12962,DEF,BLUE
244,22240,DEF,RED
578,9862,DEF,BLUE
47,14052,DEF,RED
92,904,ATK,RED
322,11846,ATK,BLUE
330,6437,DEF,BLUE
130,22053,DEF,RED
214,21822,DEF,BLUE
495,11849,DEF,RED
85,7063,DEF,BLUE
380,1556,ATK,RED
207,17315,DEF,BLUE
465,1923,DEF,BLUE
441,19632,ATK,BLUE
478,23341,DEF,RED
378,4788,DEF,RED
551,18173,ATK,BLUE
605,9784,ATK,RED
367,12400,DEF,BLUE
376,18941,ATK,BLUE
641,14751,DEF,RED
495,2215,DEF,RED
339,6596,DEF,RED
713,3222,ATK,RED
336,9656,ATK,RED
155,21771,ATK,RED
152,20818,DEF,RED
69,12878,DEF,RED
135,14456,ATK,BLUE
460,21074,ATK,RED
682,19196,ATK,RED
288,12111,ATK,RED
362,11805,DEF,RED
47,3392,ATK,BLUE
338,6418,ATK,RED
298,13260,ATK,BLUE
126,11845,ATK,RED
121,1679,DEF,RED
538,12137,DEF,RED
54,17207,ATK,RED
411,18425,DEF,BLUE
784,24387,DEF,RED
129,19225,ATK,RED
432,2115,ATK,RED
204,2891,DEF,RED
735,10869,DEF,BLUE
736,10961,DEF,BLUE
776,6169,ATK,BLUE
328,16834,DEF,BLUE
800,13409,ATK,RED
16,16391,ATK,BLUE
487,21277,DEF,BLUE
563,15964,ATK,BLUE
702,10640,ATK,BLUE
134,12658,ATK,BLUE
523,16279,DEF,RED
345,11905,DEF,BLUE
249,8952,DEF,RED
639,7667,DEF,BLUE
783,2927,ATK,RED
259,14285,ATK,RED
118,8173,DEF,RED
50,935,DEF,RED
135,7265,DEF,RED
511,370,DEF,RED
207,17812,DEF,BLUE
43,2488,ATK,RED
232,17123,DEF,RED
332,3281,DEF,BLUE
460,15278,ATK,BLUE
301,8699,DEF,RED
508,24801,DEF,BLUE
150,3319,DEF,RED
570,21697,ATK,BLUE
791,9254,ATK,RED
560,13689,DEF,RED
164,21091,DEF,BLUE
232,1487,ATK,BLUE
719,6276,ATK,RED
658,19371,DEF,BLUE
131,4320,ATK,RED
588,7156,DEF,BLUE
190,15939,DEF,RED
366,20090,DEF,BLUE
272,9925,DEF,BLUE
578,14801,ATK,RED
614,9998,DEF,RED
549,24329,DEF,BLUE
594,2271,DEF,RED
640,5177,ATK,RED
558,24931,DEF,RED
520,2643,ATK,BLUE
86,16768,DEF,BLUE
795,24299,ATK,RED
541,8792,DEF,BLUE
294,20493,ATK,BLUE
452,21290,DEF,BLUE
615,13245,DEF,RED
770,12419,DEF,BLUE
57,9804,DEF,BLUE
593,10413,ATK,BLUE
777,5840,DEF,BLUE
536,24615,DEF,BLUE
745,22121,DEF,RED
703,4023,DEF,BLUE
70,16983,DEF,BLUE
57,22709,DEF,BLUE
496,3248,DEF,BLUE
398,13235,ATK,BLUE
56,6172,DEF,RED
2,1171,DEF,BLUE
638,9043,ATK,RED
148,8792,DEF,RED
674,18528,ATK,BLUE
478,9163,DEF,BLUE
589,7384,DEF,BLUE
473,6609,DEF,RED
186,13264,ATK,RED
736,17618,ATK,BLUE
609,13015,DEF,RED
163,18948,DEF,BLUE
697,17520,ATK,BLUE
649,1436,DEF,BLUE
136,15181,ATK,RED
232,23660,DEF,RED
767,21073,ATK,RED
567,14655,DEF,BLUE
12,7676,DEF,RED
139,19930,ATK,RED
458,11384,DEF,RED
35,3706,DEF,BLUE
287,1773,DEF,RED
714,814,DEF,RED
576,4595,DEF,BLUE
